# year, number, length, aggregateNumber, aggregateLength

0	0.0	0.0	0.0	0.0
1888	0.0	0.0	0.0	0.0
1891	0.0	0.0	0.0	0.0
1892	0.0	0.0	0.0	0.0
1893	0.0	0.0	0.0	0.0
1894	0.0	0.0	0.0	0.0
1895	0.0	0.0	0.0	0.0
1896	0.0	0.0	0.0	0.0
1897	0.0	0.0	0.0	0.0
1898	0.0	0.0	0.0	0.0
1899	0.0	0.0	0.0	0.0
1900	0.0	0.0	0.0	0.0
1901	0.0	0.0	0.0	0.0
1902	0.0	0.0	0.0	0.0
1903	1.0	0.03	1.0	0.03
1904	1.0	0.04	2.0	0.07
1905	1.0	0.07	3.0	0.14
1906	1.0	0.05	4.0	0.19
1907	1.0	0.05	5.0	0.24
1908	3.0	0.17	8.0	0.41
1909	3.0	0.08	11.0	0.5
1910	10.0	0.47	21.0	0.97
1911	28.0	1.05	49.0	2.02
1912	31.0	1.23	80.0	3.25
1913	69.0	3.34	149.0	6.59
1914	106.0	4.58	255.0	11.17
1915	175.0	6.96	430.0	18.13
1916	338.0	13.25	768.0	31.37
1917	362.0	14.94	1130.0	46.31
1918	371.0	15.54	1501.0	61.85
1919	359.0	15.95	1860.0	77.8
1920	360.0	16.16	2220.0	93.97
1921	357.0	16.21	2577.0	110.17
1922	386.0	18.09	2963.0	128.27
1923	377.0	18.91	3340.0	147.18
1924	440.0	22.09	3780.0	169.28
1925	511.0	25.59	4291.0	194.87
1926	528.0	27.18	4819.0	222.05
1927	534.0	26.9	5353.0	248.95
1928	578.0	29.67	5931.0	278.62
1929	556.0	30.65	6487.0	309.26
1930	799.0	43.83	7286.0	353.1
1931	1046.0	57.8	8332.0	410.9
1932	1096.0	59.35	9428.0	470.25
1933	1062.0	57.34	10490.0	527.58
1934	1113.0	61.28	11603.0	588.86
1935	1174.0	64.23	12777.0	653.09
1936	1284.0	71.81	14061.0	724.9
1937	1317.0	73.25	15378.0	798.15
1938	1341.0	76.61	16719.0	874.76
1939	1284.0	74.82	18003.0	949.59
1940	1150.0	67.41	19153.0	1016.99
1941	1078.0	64.5	20231.0	1081.49
1942	1120.0	66.5	21351.0	1147.99
1943	1055.0	62.14	22406.0	1210.13
1944	872.0	51.58	23278.0	1261.71
1945	773.0	45.33	24051.0	1307.04
1946	857.0	50.59	24908.0	1357.63
1947	911.0	55.12	25819.0	1412.75
1948	1002.0	60.46	26821.0	1473.21
1949	1115.0	68.7	27936.0	1541.91
1950	1217.0	75.16	29153.0	1617.07
1951	1235.0	76.34	30388.0	1693.4
1952	1232.0	77.47	31620.0	1770.87
1953	1315.0	82.5	32935.0	1853.37
1954	1313.0	83.34	34248.0	1936.71
1955	1363.0	86.67	35611.0	2023.37
1956	1413.0	89.26	37024.0	2112.64
1957	1553.0	97.02	38577.0	2209.65
1958	1617.0	100.65	40194.0	2310.3
1959	1736.0	108.47	41930.0	2418.77
1960	1780.0	111.15	43710.0	2529.92
1961	1841.0	115.36	45551.0	2645.27
1962	1877.0	119.4	47428.0	2764.68
1963	1809.0	113.9	49237.0	2878.58
1964	2019.0	126.69	51256.0	3005.27
1965	2172.0	136.27	53428.0	3141.55
1966	2190.0	137.32	55618.0	3278.87
1967	2540.0	161.89	58158.0	3440.76
1968	2831.0	181.25	60989.0	3622.0
1969	2625.0	163.14	63614.0	3785.14
1970	2775.0	169.8	66389.0	3954.94
1971	2618.0	162.57	69007.0	4117.51
1972	2581.0	159.52	71588.0	4277.04
1973	2549.0	157.4	74137.0	4434.44
1974	2578.0	160.61	76715.0	4595.05
1975	2532.0	158.12	79247.0	4753.17
1976	2540.0	159.21	81787.0	4912.39
1977	2459.0	156.84	84246.0	5069.23
1978	2661.0	168.56	86907.0	5237.79
1979	2733.0	173.88	89640.0	5411.67
1980	2770.0	176.81	92410.0	5588.47
1981	2750.0	175.41	95160.0	5763.88
1982	2804.0	178.64	97964.0	5942.52
1983	2895.0	181.75	100859.0	6124.27
1984	2816.0	177.0	103675.0	6301.27
1985	2982.0	186.03	106657.0	6487.3
1986	3229.0	201.1	109886.0	6688.39
1987	3458.0	215.55	113344.0	6903.94
1988	3418.0	215.27	116762.0	7119.22
1989	3403.0	216.36	120165.0	7335.58
1990	3443.0	214.71	123608.0	7550.28
1991	3429.0	212.83	127037.0	7763.12
1992	3364.0	208.46	130401.0	7971.57
1993	3351.0	208.27	133752.0	8179.85
1994	3846.0	233.81	137598.0	8413.65
1995	4081.0	247.12	141679.0	8660.77
1996	4172.0	252.46	145851.0	8913.23
1997	4429.0	269.04	150280.0	9182.27
1998	4675.0	281.33	154955.0	9463.6
1999	4894.0	296.59	159849.0	9760.19
2000	5570.0	334.97	165419.0	10095.16
2001	5872.0	355.6	171291.0	10450.76
2002	6337.0	384.47	177628.0	10835.22
2003	7016.0	422.21	184644.0	11257.44
2004	7825.0	469.28	192469.0	11726.72
2005	8742.0	524.19	201211.0	12250.91
2006	9198.0	554.62	210409.0	12805.52
2007	9489.0	562.15	219898.0	13367.68
2008	10202.0	606.32	230100.0	13974.0
2009	11034.0	647.91	241134.0	14621.9
2010	11101.0	645.13	252235.0	15267.03
2011	11401.0	664.12	263636.0	15931.15
2012	11357.0	665.61	274993.0	16596.76
2013	11527.0	684.44	286520.0	17281.21
